album,track_number,name,uri,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature,popularity,album_order,plays,relative plays per album,F1,release_date,id
Speak Now,4,Speak Now,spotify:track:24DefNCFiWTP8OjYWiXuYe,240760,0.095,0.709,0.599,0,0.0973,-3.734,0.0304,118.975,0.735,7,4,55,2,46899757,5.2456415,464,10/25/2010,24DefNCFiWTP8OjYWiXuYe
Speak Now,5,Dear John,spotify:track:7hZuICN5eaCuQyp443RCt6,403920,0.166,0.589,0.47,1.45e-06,0.112,-5.32,0.028,119.386,0.102,4,3,52,2,48437873,5.417676615,465,10/25/2010,7hZuICN5eaCuQyp443RCt6
Speak Now,6,Mean,spotify:track:5yEPktRqvIhko5QFF3aBhQ,237733,0.452,0.568,0.761,0,0.217,-3.987,0.0459,163.974,0.789,4,4,64,2,115429413,12.91054278,466,10/25/2010,5yEPktRqvIhko5QFF3aBhQ
Speak Now,7,The Story Of Us,spotify:track:3RBluWmSoG2pGA1OePzGJI,265666,0.00478,0.543,0.818,0.000368,0.0357,-3.611,0.0398,139.898,0.683,4,4,61,2,62913312,7.036724739,467,10/25/2010,3RBluWmSoG2pGA1OePzGJI
Speak Now,8,Never Grow Up,spotify:track:1wJL1A0QUHJPf2cm7tsrdw,290466,0.819,0.714,0.305,0,0.174,-8.837,0.0305,124.91,0.554,2,4,51,2,37144863,4.15457664,468,10/25/2010,1wJL1A0QUHJPf2cm7tsrdw
Speak Now,9,Enchanted,spotify:track:10eBRyImhfqVvkiVEGf0N0,352186,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,0.208,8,4,61,2,91327968,10.21484566,469,10/25/2010,10eBRyImhfqVvkiVEGf0N0
Speak Now,10,Better Than Revenge,spotify:track:2ythurkTtSiyfK7GprJoFW,217160,0.0139,0.516,0.917,6.37e-06,0.36,-3.186,0.0827,145.821,0.635,11,4,55,2,49187379,5.501507322,470,10/25/2010,2ythurkTtSiyfK7GprJoFW
Speak Now,11,Innocent,spotify:track:5GPwN5iZ9ZMSXAkppj4Uvv,302253,0.186,0.552,0.608,0,0.125,-5.29,0.0259,134.05,0.17,1,4,47,2,21674385,2.424235448,471,10/25/2010,5GPwN5iZ9ZMSXAkppj4Uvv
Speak Now,12,Haunted,spotify:track:28M2gifMU282QBM3fKajIS,242080,0.0826,0.436,0.95,1.08e-06,0.149,-2.627,0.057,162.088,0.352,5,4,51,2,33353847,3.730559286,472,10/25/2010,28M2gifMU282QBM3fKajIS
Speak Now,13,Last Kiss,spotify:track:4h0EXpatqJImv4VRgvX6po,367133,0.57,0.371,0.341,3.09e-05,0.101,-9.475,0.0319,89.038,0.196,10,1,50,2,41439059,4.634873643,473,10/25/2010,4h0EXpatqJImv4VRgvX6po
Speak Now,14,Long Live,spotify:track:6XDBA3QWX51lDJ0oZbaJJN,317946,0.036,0.418,0.68,7.59e-05,0.108,-4.3,0.0346,204.125,0.142,7,4,52,2,37397280,4.182808963,474,10/25/2010,6XDBA3QWX51lDJ0oZbaJJN
Fearless,1,Fearless,spotify:track:6Eu31gddWw0gOGO506pJYA,241986,0.04,0.594,0.712,0,0.309,-4.418,0.0273,99.972,0.476,5,4,58,1,73255578,5.806873705,494,11/11/2008,6Eu31gddWw0gOGO506pJYA
Fearless,2,Fifteen,spotify:track:4t0OI7XrODjSkAu3bTPmWj,294333,0.067,0.556,0.651,0,0.145,-4.396,0.0266,95.485,0.203,7,4,59,1,76212754,6.041285173,495,11/11/2008,4t0OI7XrODjSkAu3bTPmWj
Fearless,3,Love Story,spotify:track:1vrd6UOGamcKNGnSHJQlSt,235266,0.17,0.618,0.741,0,0.0822,-3.95,0.031,118.984,0.296,2,4,69,1,461130605,36.55321899,496,11/11/2008,1vrd6UOGamcKNGnSHJQlSt
Fearless,4,Hey Stephen,spotify:track:4WXzzCof26KJLTK5kK53dS,254306,0.194,0.841,0.544,2.48e-06,0.108,-7.347,0.0309,115.994,0.831,6,4,51,1,34656313,2.747160533,497,11/11/2008,4WXzzCof26KJLTK5kK53dS
Fearless,5,White Horse,spotify:track:6wn61Fzx9XMxQmieLpoIhW,234426,0.305,0.578,0.34,0,0.104,-8.027,0.0264,92.702,0.223,0,4,57,1,78165303,6.196061174,498,11/11/2008,6wn61Fzx9XMxQmieLpoIhW
Fearless,6,You Belong With Me,spotify:track:3GCL1PydwsLodcpv0Ll1ch,231133,0.162,0.687,0.783,1.35e-05,0.114,-4.44,0.0386,129.964,0.443,6,4,70,1,308312541,24.43953124,499,11/11/2008,3GCL1PydwsLodcpv0Ll1ch
Fearless,7,Breathe,spotify:track:49mWEy5MgtNujgT7xU3emT,263973,0.379,0.505,0.482,0,0.113,-7.372,0.0276,73.975,0.184,1,4,48,1,50745463,4.022526377,500,11/11/2008,49mWEy5MgtNujgT7xU3emT
Fearless,8,Tell Me Why,spotify:track:3rnI1UCyGJvUTVvT97VQr5,200546,0.0571,0.604,0.855,3.65e-06,0.343,-3.097,0.038,99.96,0.51,7,4,47,1,22322569,1.769480803,501,11/11/2008,3rnI1UCyGJvUTVvT97VQr5
Fearless,9,You're Not Sorry,spotify:track:0HmCuN0Z3OX1Qrz43FLOPL,261786,0.146,0.475,0.452,1.36e-06,0.108,-4.134,0.027,133.959,0.276,6,4,50,1,34084779,2.701855781,502,11/11/2008,0HmCuN0Z3OX1Qrz43FLOPL
Fearless,10,The Way I Loved You,spotify:track:5P4wWhUYWM0IaVYLuZxdar,244226,0.0408,0.433,0.7,0,0.115,-3.709,0.0336,160.927,0.398,5,4,58,1,39400797,3.123249564,503,11/11/2008,5P4wWhUYWM0IaVYLuZxdar
Fearless,11,Forever & Always,spotify:track:47HtKpfzpAt8rQjjXWotFj,225320,0.0752,0.608,0.821,0,0.11,-4.985,0.0576,128.042,0.544,10,4,53,1,37401571,2.964773538,504,11/11/2008,47HtKpfzpAt8rQjjXWotFj
Fearless,12,The Best Day,spotify:track:3esA216TyLHEkNiBCeCmcg,245333,0.647,0.666,0.434,1.95e-06,0.124,-8.543,0.0289,126.084,0.396,1,4,50,1,26784995,2.123211466,505,11/11/2008,3esA216TyLHEkNiBCeCmcg
Fearless,13,Change,spotify:track:1yACRKAwlXWhXXFUSkvzhD,280240,0.00408,0.541,0.77,0,0.117,-4.17,0.0354,96.013,0.215,5,4,45,1,19058870,1.510771658,506,11/11/2008,1yACRKAwlXWhXXFUSkvzhD
Taylor Swift,1,Tim McGraw,spotify:track:0Om9WAB5RS09L80DyOfTNa,232106,0.575,0.58,0.491,0,0.121,-6.462,0.0251,76.009,0.425,0,4,62,0,55904897,10.84561502,515,10/24/2006,0Om9WAB5RS09L80DyOfTNa
Taylor Swift,2,Picture To Burn,spotify:track:32mVHdy0bi1XKgr0ajsBlG,173066,0.173,0.658,0.877,0,0.0962,-2.098,0.0323,105.586,0.821,7,4,64,0,61994427,12.02699092,516,10/24/2006,32mVHdy0bi1XKgr0ajsBlG
Taylor Swift,3,Teardrops On My Guitar - Radio Single Remix,spotify:track:7zMcNqs55Mxer82bvZFkpg,203040,0.288,0.621,0.417,0,0.119,-6.941,0.0231,99.953,0.289,10,4,64,0,104468937,20.26709525,517,10/24/2006,7zMcNqs55Mxer82bvZFkpg
Taylor Swift,4,A Place in this World,spotify:track:73OX8GdpOeGzKC6OvGSbsv,199200,0.051,0.576,0.777,0,0.32,-2.881,0.0324,115.028,0.428,9,4,51,0,14979666,2.906072622,518,10/24/2006,73OX8GdpOeGzKC6OvGSbsv
Taylor Swift,5,Cold As You,spotify:track:7an1exwMnfYRcdVQm0yDev,239013,0.217,0.418,0.482,0,0.123,-5.769,0.0266,175.558,0.261,5,4,51,0,14938262,2.898040198,519,10/24/2006,7an1exwMnfYRcdVQm0yDev
Taylor Swift,6,The Outside,spotify:track:2QA3IixpRcKyOdG7XDzRgv,207106,0.00491,0.589,0.805,0,0.24,-4.055,0.0293,112.982,0.591,5,4,48,0,9821083,1.905301522,520,10/24/2006,2QA3IixpRcKyOdG7XDzRgv
Taylor Swift,7,Tied Together with a Smile,spotify:track:6K0CJLVXqbGMeJSmJ4ENKK,248106,0.525,0.479,0.578,0,0.0841,-4.963,0.0294,146.165,0.192,2,4,49,0,12057694,2.339206656,521,10/24/2006,6K0CJLVXqbGMeJSmJ4ENKK
Taylor Swift,8,Stay Beautiful,spotify:track:2ZoOmCSgj0ypVAmGd1ve4y,236053,0.0868,0.594,0.629,0,0.137,-4.919,0.0246,131.597,0.504,8,4,50,0,13999585,2.715935768,522,10/24/2006,2ZoOmCSgj0ypVAmGd1ve4y
Taylor Swift,9,Should've Said No,spotify:track:16MVSD0mGI4RMQT83Qzm69,242200,0.0103,0.476,0.777,0,0.196,-3.771,0.0289,167.964,0.472,4,4,61,0,42494301,8.243943806,523,10/24/2006,16MVSD0mGI4RMQT83Qzm69
Taylor Swift,10,Mary's Song (Oh My My My),spotify:track:2QrQCMel6v2JiLxqrg4p2O,213080,0.0177,0.403,0.627,0,0.182,-5.28,0.0292,74.9,0.374,2,4,53,0,16036419,3.111083933,524,10/24/2006,2QrQCMel6v2JiLxqrg4p2O
Taylor Swift,11,Our Song,spotify:track:15DeqWWQB4dcEWzJg15VrN,201106,0.111,0.668,0.672,0,0.329,-4.931,0.0303,89.011,0.539,2,4,69,0,112859533,21.89488063,525,10/24/2006,15DeqWWQB4dcEWzJg15VrN
Taylor Swift,12,I'm Only Me When I'm With You,spotify:track:0JIdBrXGSJXS72zjF9ss9u,213053,0.00452,0.563,0.934,0.000807,0.103,-3.629,0.0646,143.964,0.518,8,4,53,0,19083235,3.70216978,526,10/24/2006,0JIdBrXGSJXS72zjF9ss9u
Taylor Swift,13,Invisible,spotify:track:5OOd01o2YS1QFwdpVLds3r,203226,0.637,0.612,0.394,0,0.147,-5.723,0.0243,96.001,0.233,7,4,49,0,14136814,2.742558354,527,10/24/2006,5OOd01o2YS1QFwdpVLds3r
Taylor Swift,14,A Perfectly Good Heart,spotify:track:1spLfUJxtyVyiKKTegQ2r4,220146,0.00349,0.483,0.751,0,0.128,-5.726,0.0365,156.092,0.268,4,4,47,0,8926716,1.731793284,528,10/24/2006,1spLfUJxtyVyiKKTegQ2r4
Taylor Swift,15,Teardrops on My Guitar - Pop Version,spotify:track:4pJi1rVt9GNegU9kywjg4z,179066,0.0402,0.459,0.753,0,0.0863,-3.827,0.0537,199.997,0.483,10,4,50,0,13759259,2.669312245,529,10/24/2006,4pJi1rVt9GNegU9kywjg4z
